Source,Geography,Race,Education,Cause,Deaths
Georgia,Fulton,Unknown Race,Some College or Higher,Diseases of the Musculoskeletal System and Connective Tissue,0.0
Georgia,Fulton,Unknown Race,Some College or Higher,Diabetes Mellitus,0.0
Georgia,Fulton,Unknown Race,Some College or Higher,Covid-19,0.0
Georgia,Fulton,Unknown Race,Some College or Higher,Leukemia,0.0
Georgia,Fulton,Unknown Race,Less than High School Education,Falls,0.0
Georgia,Fulton,Unknown Race,Less than High School Education,"Essential (Primary) Hypertension and Hypertensive Renal, and Heart Disease",0.0
Georgia,Fulton,Unknown Race,Less than High School Education,Diseases of the Musculoskeletal System and Connective Tissue,0.0
Georgia,Fulton,Unknown Race,Less than High School Education,Diabetes Mellitus,0.0
Georgia,Fulton,Unknown Race,Less than High School Education,Covid-19,0.0
Georgia,Fulton,Unknown Race,Less than High School Education,"Congenital Malformations, Deformations and Chromosomal Abnormalities",0.0
